nacionalidad,sexo,pais_de_destino,periodo,total,fuente
Extranjero,Hombres,Rusia,2008,1197,EM
Extranjero,Hombres,Otro país del resto de Europa,2020,686,EM
Extranjero,Hombres,Otro país del resto de Europa,2019,688,EM
Extranjero,Hombres,Otro país del resto de Europa,2018,631,EM
Extranjero,Hombres,Otro país del resto de Europa,2017,799,EM
Extranjero,Hombres,Otro país del resto de Europa,2016,713,EM
Extranjero,Hombres,Otro país del resto de Europa,2015,708,EM
Extranjero,Hombres,Otro país del resto de Europa,2014,964,EM
Extranjero,Hombres,Otro país del resto de Europa,2013,1541,EM
Extranjero,Hombres,Otro país del resto de Europa,2012,1400,EM
Extranjero,Hombres,Otro país del resto de Europa,2011,1496,EM
Extranjero,Hombres,Otro país del resto de Europa,2010,1431,EM
Extranjero,Hombres,Otro país del resto de Europa,2009,1534,EM
Extranjero,Hombres,Otro país del resto de Europa,2008,1203,EM
Extranjero,Hombres,África,2020,17139,EM
Extranjero,Hombres,África,2019,17562,EM
Extranjero,Hombres,África,2018,21007,EM
Extranjero,Hombres,África,2017,23623,EM
Extranjero,Hombres,África,2016,20319,EM
Extranjero,Hombres,África,2015,21627,EM
Extranjero,Hombres,África,2014,29173,EM
Extranjero,Hombres,África,2013,46267,EM
Extranjero,Hombres,África,2012,45610,EM
Extranjero,Hombres,África,2011,44651,EM
Extranjero,Hombres,África,2010,39710,EM
Extranjero,Hombres,África,2009,34160,EM
Extranjero,Hombres,África,2008,27571,EM
Extranjero,Hombres,Argelia,2020,2187,EM
Extranjero,Hombres,Argelia,2019,1940,EM
Extranjero,Hombres,Argelia,2018,2077,EM
Extranjero,Hombres,Argelia,2017,2751,EM
Extranjero,Hombres,Argelia,2016,2357,EM
Extranjero,Hombres,Argelia,2015,2174,EM
Extranjero,Hombres,Argelia,2014,3206,EM
Extranjero,Hombres,Argelia,2013,3922,EM
Extranjero,Hombres,Argelia,2012,3835,EM
Extranjero,Hombres,Argelia,2011,4124,EM
Extranjero,Hombres,Argelia,2010,3451,EM
Extranjero,Hombres,Argelia,2009,2836,EM
Extranjero,Hombres,Argelia,2008,2313,EM
Extranjero,Hombres,Gambia,2020,272,EM
Extranjero,Hombres,Gambia,2019,261,EM
Extranjero,Hombres,Gambia,2018,554,EM
Extranjero,Hombres,Gambia,2017,747,EM
Extranjero,Hombres,Gambia,2016,291,EM
Extranjero,Hombres,Gambia,2015,333,EM
Extranjero,Hombres,Gambia,2014,572,EM
Extranjero,Hombres,Gambia,2013,1027,EM
Extranjero,Hombres,Gambia,2012,1041,EM
Extranjero,Hombres,Gambia,2011,1080,EM
Extranjero,Hombres,Gambia,2010,875,EM
Extranjero,Hombres,Gambia,2009,599,EM
Extranjero,Hombres,Gambia,2008,484,EM
Extranjero,Hombres,Ghana,2020,122,EM
Extranjero,Hombres,Ghana,2019,115,EM
Extranjero,Hombres,Ghana,2018,196,EM
Extranjero,Hombres,Ghana,2017,290,EM
Extranjero,Hombres,Ghana,2016,245,EM
Extranjero,Hombres,Ghana,2015,284,EM
Extranjero,Hombres,Ghana,2014,402,EM
Extranjero,Hombres,Ghana,2013,866,EM
Extranjero,Hombres,Ghana,2012,1044,EM
Extranjero,Hombres,Ghana,2011,706,EM
Extranjero,Hombres,Ghana,2010,802,EM
Extranjero,Hombres,Ghana,2009,687,EM
Extranjero,Hombres,Ghana,2008,400,EM
Extranjero,Hombres,Guinea,2020,53,EM
Extranjero,Hombres,Guinea,2019,168,EM
Extranjero,Hombres,Guinea,2018,134,EM
Extranjero,Hombres,Guinea,2017,157,EM
Extranjero,Hombres,Guinea,2016,114,EM
Extranjero,Hombres,Guinea,2015,225,EM
Extranjero,Hombres,Guinea,2014,162,EM
Extranjero,Hombres,Guinea,2013,510,EM
Extranjero,Hombres,Guinea,2012,351,EM
Extranjero,Hombres,Guinea,2011,329,EM
Extranjero,Hombres,Guinea,2010,289,EM
Extranjero,Hombres,Guinea,2009,346,EM
Extranjero,Hombres,Guinea,2008,239,EM
Extranjero,Hombres,Guinea Ecuatorial,2020,228,EM
Extranjero,Hombres,Guinea Ecuatorial,2019,233,EM
Extranjero,Hombres,Guinea Ecuatorial,2018,436,EM
Extranjero,Hombres,Guinea Ecuatorial,2017,416,EM
Extranjero,Hombres,Guinea Ecuatorial,2016,325,EM
Extranjero,Hombres,Guinea Ecuatorial,2015,184,EM
Extranjero,Hombres,Guinea Ecuatorial,2014,421,EM
Extranjero,Hombres,Guinea Ecuatorial,2013,801,EM
Extranjero,Hombres,Guinea Ecuatorial,2012,756,EM
Extranjero,Hombres,Guinea Ecuatorial,2011,704,EM
Extranjero,Hombres,Guinea Ecuatorial,2010,699,EM
Extranjero,Hombres,Guinea Ecuatorial,2009,657,EM
Extranjero,Hombres,Guinea Ecuatorial,2008,542,EM
Extranjero,Hombres,Mali,2020,404,EM
Extranjero,Hombres,Mali,2019,451,EM
Extranjero,Hombres,Mali,2018,520,EM
Extranjero,Hombres,Mali,2017,695,EM
Extranjero,Hombres,Mali,2016,541,EM
Extranjero,Hombres,Mali,2015,549,EM
Extranjero,Hombres,Mali,2014,1099,EM
Extranjero,Hombres,Mali,2013,1835,EM
Extranjero,Hombres,Mali,2012,1611,EM
Extranjero,Hombres,Mali,2011,2079,EM
Extranjero,Hombres,Mali,2010,1374,EM
Extranjero,Hombres,Mali,2009,928,EM
Extranjero,Hombres,Mali,2008,909,EM
Extranjero,Hombres,Marruecos,2020,11800,EM
Extranjero,Hombres,Marruecos,2019,12109,EM
Extranjero,Hombres,Marruecos,2018,14063,EM
Extranjero,Hombres,Marruecos,2017,15724,EM
Extranjero,Hombres,Marruecos,2016,13466,EM
Extranjero,Hombres,Marruecos,2015,13947,EM
Extranjero,Hombres,Marruecos,2014,18408,EM
Extranjero,Hombres,Marruecos,2013,29554,EM
Extranjero,Hombres,Marruecos,2012,29414,EM
Extranjero,Hombres,Marruecos,2011,29086,EM
Extranjero,Hombres,Marruecos,2010,26297,EM
Extranjero,Hombres,Marruecos,2009,22977,EM
Extranjero,Hombres,Marruecos,2008,18931,EM
Extranjero,Hombres,Mauritania,2020,112,EM
Extranjero,Hombres,Mauritania,2019,69,EM
Extranjero,Hombres,Mauritania,2018,138,EM
Extranjero,Hombres,Mauritania,2017,227,EM
Extranjero,Hombres,Mauritania,2016,160,EM
Extranjero,Hombres,Mauritania,2015,260,EM
Extranjero,Hombres,Mauritania,2014,298,EM
Extranjero,Hombres,Mauritania,2013,410,EM
Extranjero,Hombres,Mauritania,2012,496,EM
Extranjero,Hombres,Mauritania,2011,432,EM
Extranjero,Hombres,Mauritania,2010,427,EM
Extranjero,Hombres,Mauritania,2009,261,EM
Extranjero,Hombres,Mauritania,2008,238,EM
Extranjero,Hombres,Nigeria,2020,275,EM
Extranjero,Hombres,Nigeria,2019,405,EM
Extranjero,Hombres,Nigeria,2018,648,EM
Extranjero,Hombres,Nigeria,2017,710,EM
Extranjero,Hombres,Nigeria,2016,613,EM
Extranjero,Hombres,Nigeria,2015,999,EM
Extranjero,Hombres,Nigeria,2014,1239,EM
Extranjero,Hombres,Nigeria,2013,2064,EM
Extranjero,Hombres,Nigeria,2012,1999,EM
Extranjero,Hombres,Nigeria,2011,1881,EM
Extranjero,Hombres,Nigeria,2010,1749,EM
Extranjero,Hombres,Nigeria,2009,1990,EM
Extranjero,Hombres,Nigeria,2008,1488,EM
Extranjero,Hombres,Senegal,2020,1282,EM
Extranjero,Hombres,Senegal,2019,1412,EM
Extranjero,Hombres,Senegal,2018,1603,EM
Extranjero,Hombres,Senegal,2017,1447,EM
Extranjero,Hombres,Senegal,2016,1685,EM
Extranjero,Hombres,Senegal,2015,2039,EM
Extranjero,Hombres,Senegal,2014,2780,EM
Extranjero,Hombres,Senegal,2013,4466,EM
Extranjero,Hombres,Senegal,2012,3740,EM
Extranjero,Hombres,Senegal,2011,3328,EM
Extranjero,Hombres,Senegal,2010,3049,EM
Extranjero,Hombres,Senegal,2009,2180,EM
Extranjero,Hombres,Senegal,2008,1401,EM
Extranjero,Hombres,Otro país de África,2020,404,EM
Extranjero,Hombres,Otro país de África,2019,399,EM
Extranjero,Hombres,Otro país de África,2018,638,EM
Extranjero,Hombres,Otro país de África,2017,459,EM
Extranjero,Hombres,Otro país de África,2016,522,EM
Extranjero,Hombres,Otro país de África,2015,634,EM
Extranjero,Hombres,Otro país de África,2014,587,EM
Extranjero,Hombres,Otro país de África,2013,811,EM
Extranjero,Hombres,Otro país de África,2012,1321,EM
Extranjero,Hombres,Otro país de África,2011,903,EM
Extranjero,Hombres,Otro país de África,2010,699,EM
Extranjero,Hombres,Otro país de África,2009,699,EM
Extranjero,Hombres,Otro país de África,2008,627,EM
Extranjero,Hombres,América del Norte,2020,2762,EM
Extranjero,Hombres,América del Norte,2019,3285,EM
Extranjero,Hombres,América del Norte,2018,3211,EM
Extranjero,Hombres,América del Norte,2017,3723,EM
Extranjero,Hombres,América del Norte,2016,3889,EM
Extranjero,Hombres,América del Norte,2015,3339,EM
Extranjero,Hombres,América del Norte,2014,3951,EM
Extranjero,Hombres,América del Norte,2013,5719,EM
Extranjero,Hombres,América del Norte,2012,3554,EM
Extranjero,Hombres,América del Norte,2011,3595,EM
Extranjero,Hombres,América del Norte,2010,3294,EM
Extranjero,Hombres,América del Norte,2009,3312,EM
Extranjero,Hombres,América del Norte,2008,3234,EM
Extranjero,Hombres,Estados Unidos de América,2020,1974,EM
Extranjero,Hombres,Estados Unidos de América,2019,2104,EM
Extranjero,Hombres,Estados Unidos de América,2018,2050,EM
Extranjero,Hombres,Estados Unidos de América,2017,2330,EM
Extranjero,Hombres,Estados Unidos de América,2016,2698,EM
Extranjero,Hombres,Estados Unidos de América,2015,2216,EM
Extranjero,Hombres,Estados Unidos de América,2014,2622,EM
Extranjero,Hombres,Estados Unidos de América,2013,3073,EM
Extranjero,Hombres,Estados Unidos de América,2012,1705,EM
Extranjero,Hombres,Estados Unidos de América,2011,2005,EM
Extranjero,Hombres,Estados Unidos de América,2010,1827,EM
Extranjero,Hombres,Estados Unidos de América,2009,1772,EM
Extranjero,Hombres,Estados Unidos de América,2008,1923,EM
Extranjero,Hombres,México,2020,663,EM
Extranjero,Hombres,México,2019,961,EM
Extranjero,Hombres,México,2018,1007,EM
Extranjero,Hombres,México,2017,1184,EM
Extranjero,Hombres,México,2016,788,EM
Extranjero,Hombres,México,2015,908,EM
Extranjero,Hombres,México,2014,1169,EM
Extranjero,Hombres,México,2013,2130,EM
Extranjero,Hombres,México,2012,1346,EM
Extranjero,Hombres,México,2011,1417,EM
Extranjero,Hombres,México,2010,1318,EM
Extranjero,Hombres,México,2009,1280,EM
Extranjero,Hombres,México,2008,1183,EM
Extranjero,Hombres,Canadá,2020,125,EM
Extranjero,Hombres,Canadá,2019,220,EM
Extranjero,Hombres,Canadá,2018,154,EM
Extranjero,Hombres,Canadá,2017,209,EM
Extranjero,Hombres,Canadá,2016,404,EM
Extranjero,Hombres,Canadá,2015,216,EM
Extranjero,Hombres,Canadá,2014,160,EM
Extranjero,Hombres,Canadá,2013,516,EM
Extranjero,Hombres,Canadá,2012,503,EM
Extranjero,Hombres,Canadá,2011,173,EM
Extranjero,Hombres,Canadá,2010,150,EM
Extranjero,Hombres,Canadá,2009,260,EM
Extranjero,Hombres,Canadá,2008,128,EM
Extranjero,Hombres,Centro América y Caribe,2020,2573,EM
Extranjero,Hombres,Centro América y Caribe,2019,3065,EM
Extranjero,Hombres,Centro América y Caribe,2018,2805,EM
Extranjero,Hombres,Centro América y Caribe,2017,3146,EM
Extranjero,Hombres,Centro América y Caribe,2016,2761,EM
Extranjero,Hombres,Centro América y Caribe,2015,2981,EM
Extranjero,Hombres,Centro América y Caribe,2014,4195,EM
Extranjero,Hombres,Centro América y Caribe,2013,6688,EM
Extranjero,Hombres,Centro América y Caribe,2012,5102,EM
Extranjero,Hombres,Centro América y Caribe,2011,4582,EM
Extranjero,Hombres,Centro América y Caribe,2010,4245,EM
Extranjero,Hombres,Centro América y Caribe,2009,3879,EM
Extranjero,Hombres,Centro América y Caribe,2008,2752,EM
Extranjero,Hombres,Cuba,2020,466,EM
Extranjero,Hombres,Cuba,2019,643,EM
Extranjero,Hombres,Cuba,2018,592,EM
Extranjero,Hombres,Cuba,2017,652,EM
Extranjero,Hombres,Cuba,2016,404,EM
Extranjero,Hombres,Cuba,2015,448,EM
Extranjero,Hombres,Cuba,2014,531,EM
Extranjero,Hombres,Cuba,2013,856,EM
Extranjero,Hombres,Cuba,2012,727,EM
Extranjero,Hombres,Cuba,2011,637,EM
Extranjero,Hombres,Cuba,2010,931,EM
Extranjero,Hombres,Cuba,2009,807,EM
Extranjero,Hombres,Cuba,2008,463,EM
Extranjero,Hombres,Honduras,2020,670,EM
Extranjero,Hombres,Honduras,2019,720,EM
Extranjero,Hombres,Honduras,2018,465,EM
Extranjero,Hombres,Honduras,2017,450,EM
Extranjero,Hombres,Honduras,2016,410,EM
Extranjero,Hombres,Honduras,2015,402,EM
Extranjero,Hombres,Honduras,2014,621,EM
Extranjero,Hombres,Honduras,2013,1147,EM
Extranjero,Hombres,Honduras,2012,838,EM
Extranjero,Hombres,Honduras,2011,715,EM
Extranjero,Hombres,Honduras,2010,717,EM
Extranjero,Hombres,Honduras,2009,673,EM
Extranjero,Hombres,Honduras,2008,549,EM
Extranjero,Hombres,Nicaragua,2020,345,EM
Extranjero,Hombres,Nicaragua,2019,213,EM
Extranjero,Hombres,Nicaragua,2018,209,EM
Extranjero,Hombres,Nicaragua,2017,258,EM
Extranjero,Hombres,Nicaragua,2016,212,EM
Extranjero,Hombres,Nicaragua,2015,214,EM
Extranjero,Hombres,Nicaragua,2014,362,EM
Extranjero,Hombres,Nicaragua,2013,522,EM
Extranjero,Hombres,Nicaragua,2012,378,EM
Extranjero,Hombres,Nicaragua,2011,326,EM
Extranjero,Hombres,Nicaragua,2010,220,EM
Extranjero,Hombres,Nicaragua,2009,254,EM
Extranjero,Hombres,Nicaragua,2008,188,EM
Extranjero,Hombres,República Dominicana,2020,756,EM
Extranjero,Hombres,República Dominicana,2019,1113,EM
Extranjero,Hombres,República Dominicana,2018,1149,EM
Extranjero,Hombres,República Dominicana,2017,1374,EM
Extranjero,Hombres,República Dominicana,2016,1503,EM
Extranjero,Hombres,República Dominicana,2015,1559,EM
Extranjero,Hombres,República Dominicana,2014,2020,EM
Extranjero,Hombres,República Dominicana,2013,3202,EM
Extranjero,Hombres,República Dominicana,2012,2484,EM
Extranjero,Hombres,República Dominicana,2011,2307,EM
Extranjero,Hombres,República Dominicana,2010,1775,EM
Extranjero,Hombres,República Dominicana,2009,1586,EM
Extranjero,Hombres,República Dominicana,2008,1086,EM
Extranjero,Hombres,Otros países de Centro América y Caribe,2020,336,EM
Extranjero,Hombres,Otros países de Centro América y Caribe,2019,376,EM
Extranjero,Hombres,Otros países de Centro América y Caribe,2018,390,EM
Extranjero,Hombres,Otros países de Centro América y Caribe,2017,412,EM
Extranjero,Hombres,Otros países de Centro América y Caribe,2016,233,EM
Extranjero,Hombres,Otros países de Centro América y Caribe,2015,358,EM
Extranjero,Hombres,Otros países de Centro América y Caribe,2014,661,EM
Extranjero,Hombres,Otros países de Centro América y Caribe,2013,961,EM
Extranjero,Hombres,Otros países de Centro América y Caribe,2012,675,EM
Extranjero,Hombres,Otros países de Centro América y Caribe,2011,597,EM
Extranjero,Hombres,Otros países de Centro América y Caribe,2010,601,EM
Extranjero,Hombres,Otros países de Centro América y Caribe,2009,560,EM
Extranjero,Hombres,Otros países de Centro América y Caribe,2008,465,EM
Extranjero,Hombres,Sudamérica,2020,14545,EM
Extranjero,Hombres,Sudamérica,2019,18391,EM
Extranjero,Hombres,Sudamérica,2018,18217,EM
Extranjero,Hombres,Sudamérica,2017,21431,EM
Extranjero,Hombres,Sudamérica,2016,17321,EM
Extranjero,Hombres,Sudamérica,2015,21727,EM
Extranjero,Hombres,Sudamérica,2014,35730,EM
Extranjero,Hombres,Sudamérica,2013,66315,EM
Extranjero,Hombres,Sudamérica,2012,61655,EM
Extranjero,Hombres,Sudamérica,2011,60401,EM
Extranjero,Hombres,Sudamérica,2010,62009,EM
Extranjero,Hombres,Sudamérica,2009,61346,EM
Extranjero,Hombres,Sudamérica,2008,43862,EM
Extranjero,Hombres,Argentina,2020,1838,EM
Extranjero,Hombres,Argentina,2019,2487,EM
Extranjero,Hombres,Argentina,2018,2298,EM
Extranjero,Hombres,Argentina,2017,3111,EM
Extranjero,Hombres,Argentina,2016,2205,EM
Extranjero,Hombres,Argentina,2015,2794,EM
Extranjero,Hombres,Argentina,2014,4001,EM
Extranjero,Hombres,Argentina,2013,6071,EM
Extranjero,Hombres,Argentina,2012,5692,EM
Extranjero,Hombres,Argentina,2011,6326,EM
Extranjero,Hombres,Argentina,2010,7038,EM
Extranjero,Hombres,Argentina,2009,7773,EM
Extranjero,Hombres,Argentina,2008,6127,EM
Extranjero,Hombres,Bolivia,2020,845,EM
Extranjero,Hombres,Bolivia,2019,1291,EM
Extranjero,Hombres,Bolivia,2018,1616,EM
Extranjero,Hombres,Bolivia,2017,2248,EM
Extranjero,Hombres,Bolivia,2016,2249,EM
Extranjero,Hombres,Bolivia,2015,2997,EM
Extranjero,Hombres,Bolivia,2014,5417,EM
Extranjero,Hombres,Bolivia,2013,10814,EM
Extranjero,Hombres,Bolivia,2012,9803,EM
Extranjero,Hombres,Bolivia,2011,9756,EM
Extranjero,Hombres,Bolivia,2010,10535,EM
Extranjero,Hombres,Bolivia,2009,11646,EM
Extranjero,Hombres,Bolivia,2008,10581,EM
Extranjero,Hombres,Brasil,2020,1711,EM
Extranjero,Hombres,Brasil,2019,2135,EM
Extranjero,Hombres,Brasil,2018,2035,EM
Extranjero,Hombres,Brasil,2017,2188,EM
Extranjero,Hombres,Brasil,2016,1753,EM
Extranjero,Hombres,Brasil,2015,1921,EM
Extranjero,Hombres,Brasil,2014,3160,EM
Extranjero,Hombres,Brasil,2013,6828,EM
Extranjero,Hombres,Brasil,2012,6546,EM
Extranjero,Hombres,Brasil,2011,6913,EM
Extranjero,Hombres,Brasil,2010,7830,EM
Extranjero,Hombres,Brasil,2009,8679,EM
Extranjero,Hombres,Brasil,2008,6536,EM
Extranjero,Hombres,Colombia,2020,3825,EM
Extranjero,Hombres,Colombia,2019,4036,EM
Extranjero,Hombres,Colombia,2018,3777,EM
Extranjero,Hombres,Colombia,2017,4068,EM
Extranjero,Hombres,Colombia,2016,3214,EM
Extranjero,Hombres,Colombia,2015,3773,EM
Extranjero,Hombres,Colombia,2014,5902,EM
Extranjero,Hombres,Colombia,2013,10115,EM
Extranjero,Hombres,Colombia,2012,9436,EM
Extranjero,Hombres,Colombia,2011,9032,EM
Extranjero,Hombres,Colombia,2010,8314,EM
Extranjero,Hombres,Colombia,2009,7975,EM
Extranjero,Hombres,Colombia,2008,4981,EM
Extranjero,Hombres,Chile,2020,521,EM
Extranjero,Hombres,Chile,2019,951,EM
Extranjero,Hombres,Chile,2018,841,EM
Extranjero,Hombres,Chile,2017,987,EM
Extranjero,Hombres,Chile,2016,714,EM
Extranjero,Hombres,Chile,2015,945,EM
Extranjero,Hombres,Chile,2014,1537,EM
Extranjero,Hombres,Chile,2013,3027,EM
Extranjero,Hombres,Chile,2012,2657,EM
Extranjero,Hombres,Chile,2011,2502,EM
Extranjero,Hombres,Chile,2010,2641,EM
Extranjero,Hombres,Chile,2009,2372,EM
Extranjero,Hombres,Chile,2008,1659,EM
Extranjero,Hombres,Ecuador,2020,1897,EM
Extranjero,Hombres,Ecuador,2019,2774,EM
Extranjero,Hombres,Ecuador,2018,3655,EM
Extranjero,Hombres,Ecuador,2017,4346,EM
Extranjero,Hombres,Ecuador,2016,3277,EM
Extranjero,Hombres,Ecuador,2015,4406,EM
Extranjero,Hombres,Ecuador,2014,7760,EM
Extranjero,Hombres,Ecuador,2013,13729,EM
Extranjero,Hombres,Ecuador,2012,13255,EM
Extranjero,Hombres,Ecuador,2011,12798,EM
Extranjero,Hombres,Ecuador,2010,13091,EM
Extranjero,Hombres,Ecuador,2009,11362,EM
Extranjero,Hombres,Ecuador,2008,6776,EM
Extranjero,Hombres,Paraguay,2020,813,EM
Extranjero,Hombres,Paraguay,2019,1025,EM
Extranjero,Hombres,Paraguay,2018,1067,EM
Extranjero,Hombres,Paraguay,2017,1063,EM
Extranjero,Hombres,Paraguay,2016,1105,EM
Extranjero,Hombres,Paraguay,2015,1403,EM
Extranjero,Hombres,Paraguay,2014,2378,EM
Extranjero,Hombres,Paraguay,2013,5351,EM
Extranjero,Hombres,Paraguay,2012,4505,EM
Extranjero,Hombres,Paraguay,2011,3961,EM
Extranjero,Hombres,Paraguay,2010,3480,EM
Extranjero,Hombres,Paraguay,2009,3191,EM
Extranjero,Hombres,Paraguay,2008,1998,EM
Extranjero,Hombres,Perú,2020,1450,EM
Extranjero,Hombres,Perú,2019,1846,EM
Extranjero,Hombres,Perú,2018,1503,EM
Extranjero,Hombres,Perú,2017,1670,EM
Extranjero,Hombres,Perú,2016,1348,EM
Extranjero,Hombres,Perú,2015,1793,EM
Extranjero,Hombres,Perú,2014,3295,EM
Extranjero,Hombres,Perú,2013,6324,EM
Extranjero,Hombres,Perú,2012,5874,EM
Extranjero,Hombres,Perú,2011,5449,EM
Extranjero,Hombres,Perú,2010,4954,EM
Extranjero,Hombres,Perú,2009,3863,EM
Extranjero,Hombres,Perú,2008,2061,EM
Extranjero,Hombres,Uruguay,2020,404,EM
Extranjero,Hombres,Uruguay,2019,478,EM
Extranjero,Hombres,Uruguay,2018,413,EM
Extranjero,Hombres,Uruguay,2017,443,EM
Extranjero,Hombres,Uruguay,2016,458,EM
Extranjero,Hombres,Uruguay,2015,681,EM
Extranjero,Hombres,Uruguay,2014,962,EM
Extranjero,Hombres,Uruguay,2013,1673,EM
Extranjero,Hombres,Uruguay,2012,1729,EM
Extranjero,Hombres,Uruguay,2011,1827,EM
Extranjero,Hombres,Uruguay,2010,2195,EM
Extranjero,Hombres,Uruguay,2009,2320,EM
Extranjero,Hombres,Uruguay,2008,1527,EM
Extranjero,Hombres,Venezuela,2020,1240,EM
Extranjero,Hombres,Venezuela,2019,1368,EM
Extranjero,Hombres,Venezuela,2018,1012,EM
Extranjero,Hombres,Venezuela,2017,1307,EM
Extranjero,Hombres,Venezuela,2016,985,EM
Extranjero,Hombres,Venezuela,2015,1014,EM
Extranjero,Hombres,Venezuela,2014,1318,EM
Extranjero,Hombres,Venezuela,2013,2343,EM
Extranjero,Hombres,Venezuela,2012,2158,EM
Extranjero,Hombres,Venezuela,2011,1836,EM
Extranjero,Hombres,Venezuela,2010,1929,EM
Extranjero,Hombres,Venezuela,2009,2166,EM
Extranjero,Hombres,Venezuela,2008,1615,EM
Extranjero,Hombres,Otro país de Sudamérica,2020,1,EM
Extranjero,Hombres,Otro país de Sudamérica,2019,0,EM
Extranjero,Hombres,Otro país de Sudamérica,2018,0,EM
Extranjero,Hombres,Otro país de Sudamérica,2017,0,EM
Extranjero,Hombres,Otro país de Sudamérica,2016,14,EM
Extranjero,Hombres,Otro país de Sudamérica,2015,NA,EM
Extranjero,Hombres,Otro país de Sudamérica,2014,NA,EM
Extranjero,Hombres,Otro país de Sudamérica,2013,41,EM
Extranjero,Hombres,Otro país de Sudamérica,2012,NA,EM
Extranjero,Hombres,Otro país de Sudamérica,2011,NA,EM
Extranjero,Hombres,Otro país de Sudamérica,2010,NA,EM
Extranjero,Hombres,Otro país de Sudamérica,2009,NA,EM
Extranjero,Hombres,Otro país de Sudamérica,2008,NA,EM
Extranjero,Hombres,Asia,2020,6402,EM
Extranjero,Hombres,Asia,2019,9766,EM
Extranjero,Hombres,Asia,2018,8016,EM
Extranjero,Hombres,Asia,2017,9801,EM
Extranjero,Hombres,Asia,2016,9213,EM
Extranjero,Hombres,Asia,2015,10395,EM
Extranjero,Hombres,Asia,2014,15011,EM
Extranjero,Hombres,Asia,2013,22530,EM
Extranjero,Hombres,Asia,2012,20044,EM
Extranjero,Hombres,Asia,2011,20350,EM
Extranjero,Hombres,Asia,2010,15777,EM
Extranjero,Hombres,Asia,2009,13253,EM
Extranjero,Hombres,Asia,2008,9705,EM
Extranjero,Hombres,Bangladesh,2020,138,EM
Extranjero,Hombres,Bangladesh,2019,638,EM
Extranjero,Hombres,Bangladesh,2018,159,EM
Extranjero,Hombres,Bangladesh,2017,417,EM
Extranjero,Hombres,Bangladesh,2016,348,EM
Extranjero,Hombres,Bangladesh,2015,451,EM
Extranjero,Hombres,Bangladesh,2014,985,EM
Extranjero,Hombres,Bangladesh,2013,1589,EM
Extranjero,Hombres,Bangladesh,2012,471,EM
Extranjero,Hombres,Bangladesh,2011,1243,EM
